eid,afid,name,domain,url,variants,match_count
10-s2.0-114960455,114960455,LAPOL/PPGE3M/UFRGS,,,['Lapol/ppge3m/ufrgs'],0
10-s2.0-124613168,124613168,I9- Inovações Tecnológicas,,,['I9- Inovações Tecnológicas'],0
10-s2.0-124613296,124613296,Total Engenharia e Mineração Ltda,,,['Total Engenharia E Mineração Ltda'],0
10-s2.0-114960875,114960875,Universidade Eduard Mondlane,,,['Universidade Eduard Mondlane'],0
10-s2.0-101536395,101536395,Centro Universitário Barriga Verde,,,[],1
10-s2.0-120752597,120752597,UPMackenzie Rua da Consolação,,,"['Upmackenzie Rua Da Consolação', 'R. Da Consolação']",0
10-s2.0-114934863,114934863,Brazilian Center for Physics Research (CBPF-MCTI),,,['Brazilian Center For Physics Research (cbpf-mcti)'],0
10-s2.0-111335317,111335317,Universidade Eduardo Mondlane,,,['Universidade Eduardo Mondlane'],0
10-s2.0-114935976,114935976,University of São,,,"['University Of São', 'University Of São Paulo State']",0
10-s2.0-112804678,112804678,Instituto Nacional de Ciência e Tecnologia de Bioanalítica,,,[],0
10-s2.0-110138861,110138861,INCT-MACC Instituto Nacional de Ciência e Tecnologia em Medicina Assistida por Computação Científica,,,"['Inct-macc Instituto Nacional De Ciência E Tecnologia Em Medicina Assistida Por Computação Científica', 'Instituto Nacional De Ciência E Tecnologia Em Medicina Assistida Por Computação Científica', 'Instituto Nacional De Ciência E Tecnologia Em Medicina Assistida Por Computacao Cientifica', 'Instituto Nacional De Ciencia E Tecnologia Em Medicina Assistida Por Computacão Cientifica', 'Inct-macc Instituto Nacional De Ciencia E Tecnologia Em Medicina Assistida Por Computacao Cientifica', 'Instituto Nacional De Ciência E Tecnologia Em Medicina Assistida Por Computacao Centifica', 'Instituto Nacional De Ciencias E Tecnologia Em Medicina Assistida Por Computacao Cientifica', 'Instituto Nacional De Ciencia E Tecnologia Em Medicina Assistida Por Computacao Cientifica', 'Inst. Nacional De Ciencia E Tecnologia Em Medicina Assistida Por Computac̃o Cientifica', 'Inct-macc Inst. Nacional De Ciencia E Tecnologia Em Medicina Assistida Por Computacao Cientifica']",0
10-s2.0-114935462,114935462,NEC Latin America S.A.,,,[],0
10-s2.0-109854950,109854950,Federal University of Rio Grande do Sui,,,"['Federal University Of Rio Grande Do Sui', 'Informatics Institute - Federal University Of Rio Grande Do Sui - Porto Alegre', 'Federal University Federal Of Rio Grande Do Sul (ufrgs)']",0
10-s2.0-126268002,126268002,Univervidade Estadual Paulista,,,['Univervidade Estadual Paulista'],0
10-s2.0-126186464,126186464,Goiano Federal Institute – Urutaí Campus,,,[],0
10-s2.0-122755968,122755968,Ministério da Ciência,,,[],0
10-s2.0-132392544,132392544,Plásticos Mueller,,,[],0
10-s2.0-119550955,119550955,Instituto Federal do Rio Grande do Sul,,,"['Instituto Federal Do Rio Grande Do Sul', 'Instituto Federal Do Rio Grande Do Sul/campus Bento Gonçalves', 'Instituto Federal De Ciência E Tecnologia Do Rio Grande Do Sul', 'Federal Institute Of Rio Grande Do Sul Bento Goncalves', 'Federal Institute Of Rio Grande Do Sul']",0
10-s2.0-116043241,116043241,Instituto Centro de Vida (ICV,,,['Instituto Centro de Vida (ICV'],0
10-s2.0-116044240,116044240,Museu Ciěncia e Vida (Life and Science Museum,,,['Museu Ciěncia e Vida (Life and Science Museum'],0
10-s2.0-116042913,116042913,CNPq Science,,,['Cnpq Science'],0
10-s2.0-116043268,116043268,GovAmb/IEE/USP,,,['Govamb/iee/usp'],0
10-s2.0-116041928,116041928,Research Group in Environmental Planning and Management (PLANGEA/USP,,,['Research Group in Environmental Planning and Management (PLANGEA/USP'],0
10-s2.0-115235227,115235227,Centro Universitário de Sete Lagoas,,,['Centro Universitário De Sete Lagoas'],1
10-s2.0-115176965,115176965,Laboratório de Ecologia da Paisagem,,,"['Laboratório De Ecologia Da Paisagem', 'Laboratório De Ecologia Da Paisagem - Superintendência De Conservação']",0
10-s2.0-115221289,115221289,Prefeitura Municipal de Guarapuava,,,['Prefeitura Municipal de Guarapuava'],0
10-s2.0-115242178,115242178,Water Company of Ceara (CAGECE),,,"['Water Company Of Ceara (cagece)', 'Water And Sewage Company Of Ceará-cagece']",0
10-s2.0-113621865,113621865,University of the State of Mato Grosso,,,[],0
10-s2.0-109178390,109178390,Bahia Specialty Cellulose/Copener,,,"['Bahia Specialty Cellulose/copener', 'Copener - Bahia Specialty Cellulose', 'Bsc Bahia Specialty Cellulose', 'Bracell Bahia Specialty Cellulose', 'Bahia Specialty Cellulose']",0
10-s2.0-106013886,106013886,Serviço Florestal Brasileiro,,,['Serviço Florestal Brasileiro'],0
10-s2.0-115220939,115220939,Fundação de Ensino e Pesquisa do Sul de Minas,,,['Fundação de Ensino e Pesquisa do Sul de Minas'],0
10-s2.0-120029031,120029031,Environmental Sciences,,,['Environmental Sciences'],0
10-s2.0-116051822,116051822,Bairro Faculdade,,,"['Bairro Faculdade', 'Faculdade']",0
10-s2.0-120028885,120028885,CIBiogás,,,[],0
10-s2.0-115216804,115216804,Fertilizantes Heringer S.A. (CEPEC),,,['Fertilizantes Heringer S.a. (cepec)'],0
10-s2.0-119813540,119813540,Jd. Universitário,,,"['Jd. Universitário', '5.790 Jd. Universitário']",0
10-s2.0-113721280,113721280,"Federal Institute of Education, Science and Technology Goiano",,,"['Goiano Federal Institute Of Science And Technology', 'Federal Institute Of Education, Science And Technology Goiano', 'Goiano Federal Institute Of Education, Science And Technology (ifgoiano)', 'Goiano Federal Institute Of Education, Science And Technology', 'Goiano Federal Institute Of Education Science And Technology', 'Goiano Federal Institute Of Education', 'Federal Institute Of Science And Technology Goiano', 'Federal Institute Of Education, Sciences And Technology', 'Federal Institute Of Education, Science And Technology Goiano (ifgoiano)', 'Federal Institute Goiano (ifgoiano)']",0
10-s2.0-115961074,115961074,Federal Institute of Education - IFG,,,['Federal Institute of Education - IFG'],0
10-s2.0-120029752,120029752,Bioplan Biogás,,,['Bioplan Biogás'],0
10-s2.0-101996014,101996014,Instituto Biológico - IB,,,"['Instituto Biológico (ib)', 'Instituto Biológico - Ib', 'Ib: Instituto Biologico']",0
10-s2.0-105583190,105583190,Faculdade Cantareira,,,"['Faculdade Integral Cantareira - Fic', 'Faculdade Integral Cantareira', 'Faculdade Cantareira', 'Cantareira College']",1
10-s2.0-115197139,115197139,Centro Universitário Norte do Espírito Santo (CEUNES),,,['Centro Universitário Norte Do Espírito Santo (ceunes)'],0
10-s2.0-124512750,124512750,Universidade DaFlórida - UFLA/USA,,,['Universidade Daflórida - Ufla/usa'],0
10-s2.0-115158172,115158172,DCA/UNIMONTES,,,"['Dca/unimontes', 'Dca / Unimontes']",0
10-s2.0-126267963,126267963,PGDR/UNIR,,,['Pgdr/unir'],0
10-s2.0-114344359,114344359,CCHA/UEPB,,,['Ccha/uepb'],0
10-s2.0-126267597,126267597,Instituto Emater,,,['Instituto Emater'],0
10-s2.0-105497253,105497253,Dental School,,,"['Dental School', 'Technology and Science Dental School', 'Metropolitan University Dental School']",0
10-s2.0-115148945,115148945,Instituto Federal do Iguatu,,,['Instituto Federal do Iguatu'],0
10-s2.0-115149696,115149696,Ciências Florestais da UFES,,,['Ciências Florestais Da Ufes'],0
10-s2.0-114805315,114805315,Departamento de Engenharia de Biossistemas (LEB),,,"['Departamento de Engenharia de Biossistemas LEB/ESALQ/USP', 'Departamento de Engenharia de Biossistemas (LEB)']",0
10-s2.0-115135176,115135176,Instituto de Mudanças Climáticas e Regulação de Serviços Ambientais,,,"['Instituto De Mudanças Climáticas E Regulação De Serviços Ambientais', 'Instituto De Mudanças Climaticas E Regulação De Servicos Ambientais (imc)']",0
10-s2.0-115135777,115135777,Itaipu Binacional - Foz do Iguaçu,,,"['Itaipu Binacional Foz Do Iguaçu', 'Itaipu Binacional - Foz Do Iguaçu']",0
10-s2.0-107975231,107975231,Secretaria de Extensão Agroflorestal e Produção Familiar,,,"['Secretaria De Extensão Agroflorestal E Produção Familiar', 'Secretaria De Extensão Agro-florestal E Produção Familiar (seaprof)', 'Secretaria De Estado De Extensão Agro-florestal E Produção Familiar']",0
10-s2.0-117511973,117511973,Espaço Eco Foundation,,,"['Fundação Espaço Eco (basf)', 'Fundação Espaço Eco', 'Espaço Eco Foundation']",0
10-s2.0-115054849,115054849,LS/IF Goiano,,,['Ls/if Goiano'],0
10-s2.0-112951303,112951303,State Univesity of Ponta Grossa (UEPG),,,"['Ponta Grossa University State', 'Ponta Grosso State University', 'State Univesity of Ponta Grossa (UEPG)', 'University Estadual de Ponta Grossa', 'University of Ponta Grossa State']",0
10-s2.0-108355665,108355665,FDV,,,[],0
10-s2.0-115054483,115054483,LPCPV/IF Goiano,,,['Lpcpv/if Goiano'],0
10-s2.0-110265666,110265666,Companhia de Água e Esgoto do Ceará,,,"['Companhia De Água E Esgoto Do Ceará', 'Companhia De Água E Esgoto Do Ceará (cagece)', 'Estação De Tratamento De Água - Gavião, Companhia De Água E Esgoto Do Ceará', 'Companhia De Água E Esgoto Do Ceará - Cagece']",0
10-s2.0-115054706,115054706,QuiTec/IF Goiano,,,"['Quitec/if Goiano', 'Ifgoiano']",0
10-s2.0-115023812,115023812,Instituto INOVAGRI,,,[],0
10-s2.0-115031478,115031478,TSI,,,['TSI'],0
10-s2.0-115000368,115000368,Rua Coronel Cortez Maciel s/n,,,['Rua Coronel Cortez Maciel s/n'],0
10-s2.0-101615915,101615915,Secretaria de Estado da Produção Rural-AM Distrito Industrial,,,"['Secretaria De Estado Da Produção Rural-am Distrito Industrial', 'Secretaria De Estado Da Produção Rural (sepror-am)', 'Secretaria De Estado Da Produção Rural', 'Secretaria De Estado Da Produção Agropecuária']",0
10-s2.0-113775709,113775709,Irusta Consultoria,,,['Irusta Consultoria'],0
10-s2.0-109701219,109701219,IFMT,,,"['Ifmt', 'If-mt']",0
10-s2.0-112323263,112323263,Instituto Hórus de Desenvolvimento e Conservação Ambiental,,,['Instituto Hórus De Desenvolvimento E Conservação Ambiental'],0
10-s2.0-112876995,112876995,s/n Centro,,,"['s/n Centro', 's/n-Centro']",0
10-s2.0-115001296,115001296,Centro,,,['Centro'],0
10-s2.0-112796013,112796013,Centro de Pesquisas Ambientais do Nordeste (Cepan),,,"['Centro De Pesquisas Ambientais Do Nordeste (cepan)', 'Centro De Pesquisas Ambientais Do Nordeste - Cepan']",0
10-s2.0-112618701,112618701,Companhia de Desenvolvimento Agrícola de São Paulo,,,"['Companhia De Desenvolvimento Agrícola De São Paulo', 'Companhia Paulista De Metro De São Paulo', 'Companhia Energética De São Paulo', 'Companhia De Gás De São Paulo - Comgás', 'Comgas - Companhia De Gas De São Paulo', 'Agência São Paulo De Desenvolvimento']",0
10-s2.0-114968201,114968201,Advanced Technology Research Center on Marine Fish Agribusiness,,,['Advanced Technology Research Center on Marine Fish Agribusiness'],0
10-s2.0-108579376,108579376,EPAGRI/CEPA,,,['EPAGRI/CEPA'],0
10-s2.0-112192133,112192133,IF Goiano,,,"['If Goiano', 'Ifgoiano']",0
10-s2.0-123254166,123254166,Mestre em Irrigação e Drenagem,,,['Mestre Em Irrigação E Drenagem'],0
10-s2.0-123254125,123254125,PPGPVSA,,,['Ppgpvsa'],0
10-s2.0-113042739,113042739,DCA,,,['Dca'],0
10-s2.0-114896205,114896205,Institute for Advanced Studies,,,"['Institute Of Advanced Studies', 'Institute For Advanced Studies (iea)', 'Institute For Advanced Studies', 'Advanced Studies Institute']",0
10-s2.0-114883462,114883462,Federal Rural University of Pará/Exact and Natural Science Center/ICEN,,,['Federal Rural University Of Pará/exact And Natural Science Center/icen'],0
10-s2.0-112956324,112956324,Federal University of the Westside of Pará - UFOPA,,,"['Federal University Of The Westside Of Pará - Ufopa', 'Federal University Of The Westside Of Pará', 'Federal University Of The West Of The Pará', 'Federal Rural University Of Western Para/ibf']",0
10-s2.0-114956063,114956063,CCAAB,,,['Ccaab'],0
10-s2.0-115117340,115117340,Ceará Industrial Technology Nucleus Foundation,,,"['Nucleus Foundation Of Industrial Technology Of Ceara-nutec', 'Industrial Technology Center Of Ceará Foundation', 'Industrial Technology Center Of Ceará (nutec)', 'Industrial Technology Center Of Ceara Foundation (nutec)', 'Ceará Industrial Technology Nucleus Foundation']",0
10-s2.0-112469671,112469671,Assessoria Legislativa,,,['Assessoria Legislativa'],0
10-s2.0-113114518,113114518,Sustentar Meio Ambiente LTDA,,,"['Sustentar Meio Ambiente Ltda', 'Sustentar Meio Ambiente']",0
10-s2.0-107302688,107302688,Universidade Federal do Estado do Rio Grande do Sul - UFRG,,,"['Universidade Fereral Do Rio Grande Do Sul', 'Universidade Federal Do Estado Do Rio Grande Do Sul - Ufrg', 'Universidade Do Rio Grando Do Sul', 'Universidad Federal Do Rio Do Sul']",0
10-s2.0-114861017,114861017,Instituto Biotrópicos,,,"['Instituto Biotrópicos', 'Instituto Biotropicos']",0
10-s2.0-114749928,114749928,Centro Nacional de Pesquisa e Conservação de Mamíferos Carnívoros,,,"['Centro Nacional De Pesquisa E Conservação De Mamíferos Carnívoros', 'Centro Nacional De Pesquisa E Conservação De Mamíferos Carnívoros Cenap/icmbio', 'Centro Nacional De Pesquisa E Conservação De Mamíferos Carnívoros (cenap)', 'Centro Nacional De Pesquisa E Conservação Da', 'Centro Nacional De Pesquisa E Conservacao De Mamíferos Carnívoros (cenap)']",0
10-s2.0-109646248,109646248,Instituto Nacional de Ciência e Tecnologia de Nanomateriais de Carbono (CNPq),,,"['Instituto Nacional De Ciência E Tecnologia De Nanomateriais De Carbono (cnpq)', 'Instituto Nacional De Ciência E Tecnologia De Nanomateriais De Carbono']",0
10-s2.0-113446419,113446419,Rede de Nanotoxicologia (MCTI/CNPq),,,['Rede De Nanotoxicologia (mcti/cnpq)'],0
10-s2.0-105825748,105825748,Instituto Pró-Pampa (IPPampa),,,['Instituto Pró-pampa (ippampa)'],0
10-s2.0-102057442,102057442,Faculty of Veterinary Medicine,,,"['Faculty Of Veterinary Medicine', 'Veterinary Medicine Faculty Of Araçatuba']",0
10-s2.0-60271885,60271885,"Instituto Federal De Educação, Ciência E Tecnologia Do Amapá – IFAP",ifap.edu.br,https://ifap.edu.br/index.php/component/content/article?id=489,"['Instituto Federal de Educação, Ciência e Tecnologia do Amapá', 'Federal Institute of Education, Science and Technology of Amapá', 'Instituto Federal De Educação, Ciência E Tecnologia Do Amapá – IFAP', 'Instituto Federal do Amapá']",1
10-s2.0-112117780,112117780,Paraíba State University,,,[],0
10-s2.0-114713264,114713264,Polo Regional Vale do Ribeira,,,['Polo Regional Vale do Ribeira'],0
10-s2.0-112431370,112431370,Agricultural Research Institute of Paraná State,,,"['Agricultural Research Institute Of Paraná', 'Paraná Agricultural Research Institute', 'Agricultural Research Institute Of Paraná State', 'Agricultural Institute Of Parana']",0
10-s2.0-114682106,114682106,Prog. de Pós-Grad. em Sist. Cost. e Oceânicos (PGSISCO) da Univ. Fed. do Par.,,,['Prog. de Pós-Grad. em Sist. Cost. e Oceânicos (PGSISCO) da Univ. Fed. do Par.'],0
10-s2.0-101518223,101518223,Programa de Pós-Graduação em Ecologia de Ambientes Aquáticos Continentais,,,['Programa De Pós-graduação Em Ecologia De Ambientes Aquáticos Continentais'],0
10-s2.0-114598318,114598318,Fausto C Wanderley,,,['Fausto C Wanderley'],0
10-s2.0-107743005,107743005,Instituto Nacional de Ciência e Tecnologia em Biologia Estrutural e Bioimagem,,,[],0
10-s2.0-127241013,127241013,St. Elizabeth Hospital,,,['St. Elizabeth Hospital'],0
10-s2.0-115470754,115470754,Belo Horizonte University Center (EIT / UNIBH),,,['Belo Horizonte University Center (eit / Unibh)'],0
10-s2.0-115223585,115223585,Jacques Perissat Institute,,,"['Jacques Perissat Institute', 'Jacques Perissat Institute Of Minimally Invasive Surgery', 'Clínica Ijp - Instituto Jacques Perissat']",0
10-s2.0-115470553,115470553,TCBC,,,['Tcbc'],0
10-s2.0-115470834,115470834,Private education network,,,['Private Education Network'],0
10-s2.0-127241293,127241293,Santa Rita Hospital,,,['Santa Rita Hospital'],0
10-s2.0-126960279,126960279,State University of Southwestern Bahia,,,[],0
10-s2.0-113673545,113673545,University of Health Sciences of Alagoas - UNCISAL,,,"['University Of Health Sciences Of Alagoas - Uncisal', 'University Of Health Sciences Of Alagoas (uncisal)', 'State University Of Health Sciences Of Alagoas - Uncisal']",0
10-s2.0-127240911,127240911,Hospital Odilon Behrens,,,"['Hospital Odilon Behrens', 'Hospital Metropolitano Odilon Behrens']",0
10-s2.0-113978201,113978201,Clínica de Neurologia e Endocrinologia,,,"['Clínica De Neurologia E Endocrinologia', 'Clinica De Neurologia E Endocrinologia (clinen)', 'Clinen - Neurologia E Endocrinologia', 'Clinen - Clínica De Neurologia E Endocrinologia']",0
10-s2.0-114167644,114167644,Hospital Anchieta,,,[],0
10-s2.0-110070946,110070946,Instituto Nacional de Ciência e Tecnologia para Pesquisa Translacional em Saúde e Meio Ambiente da Região Amazônica,,,"['Instituto Nacional De Saúde E Ambiente Na Regiaõ Amazônica', 'Instituto Nacional De Pesquisa Translacional Em Saude E Ambiente Na Regiao Amazonica', 'Instituto Nacional De Investigação Translacional Em Saúde E Ambiente Na Região Amazônica', 'Instituto Nacional De Ciência E Tecnologia Para Pesquisa Translacional Em Saúde E Meio Ambiente Da Região Amazônica', 'Instituto Nacional De Ciência E Tecnologia De Pesquisa Translacional Em Saúde E Ambiente Da Região Amazônica–inpetam', 'Inst. Nac. De Cie. E Tecnologia Para Pesquisa Translacional Em Saude E Ambiente Na Regiao Amazonica', 'Inpetam Inst. Nac. De Cie. E Tecnologia Em Pesquisa Trans. Em Saude E Ambiente Na Reigiao Amazonica']",0
