eid,title,published date,cited by count
2-s2.0-85016557298,Technologies for care to elderly in health services: An integrative review Tecnologias voltadas para o cuidado ao idoso em serviços de saúde: Uma revisão integrativa,2017-04-01,8
2-s2.0-85016546289,Violence against children and adolescents: Characteristics of notified cases in a southern Reference Center of Brazil,2017-04-01,5
2-s2.0-85016305282,Metabolic impact of light phase-restricted fructose consumption is linked to changes in hypothalamic AMPK phosphorylation and melatonin production in rats,2017-04-01,6
2-s2.0-85016024212,Long-term interdisciplinary therapy decreases symptoms of binge eating disorder and prevalence of metabolic syndrome in adults with obesity,2017-04-01,15
2-s2.0-85015991804,Neck circumference and acoustic parameters of the voice Circunferencia del cuello y parámetros acústicos de la voz,2017-04-01,1
2-s2.0-85015827783,Zinc supplementation reduces RANKL/OPG ratio and prevents bone architecture alterations in ovariectomized and type 1 diabetic rats,2017-04-01,25
2-s2.0-85015672846,Doubly Labeled Water Method and Accelerometer for the Measurement of Energy Expenditure in Human Immunodeficiency Virus-Infected Patients,2017-04-01,5
2-s2.0-85015170875,Acute exercise activates p38 MAPK and increases the expression of telomere-protective genes in cardiac muscle,2017-04-01,45
2-s2.0-85015036402,Risk factors for decreased cardiac output after coronary artery bypass grafting: A prospective cohort study,2017-04-01,3
2-s2.0-85014670403,Body composition of obese adolescents: association between adiposity indicators and cardiometabolic risk factors,2017-04-01,15
2-s2.0-85014075307,Ischemic Stroke after Treatment of Intraprocedural Thrombosis during Stent-Assisted Coiling and Flow Diversion,2017-04-01,31
2-s2.0-85013393549,"Effects of using symbiotics in the clinical nutritional evolution of patients with chronic pancreatitis: Study prospective, randomized, controlled, double blind",2017-04-01,19
2-s2.0-85013105561,Type 2 Diabetes Remission After Roux-en-Y Gastric Bypass: Evidence for Increased Expression of Jejunal Genes Encoding Regenerating Pancreatic Islet-Derived Proteins as a Potential Mechanism,2017-04-01,17
2-s2.0-85012875656,Quality of Life and Weight Loss in the Long Term After Gastric Bypass,2017-04-01,5
2-s2.0-85012874539,Feasibility and Factor Structure of the FRAIL Scale in Older Adults,2017-04-01,52
2-s2.0-85012287721,"Fish oil effects on quality of life, body weight and free fat mass change in gastrointestinal cancer patients undergoing chemotherapy: A triple blind, randomized clinical trial",2017-04-01,17
2-s2.0-85012248832,"Lactococcus lactis ssp. cremoris MRS47, a potential probiotic strain isolated from kefir grains, increases cis-9, trans-11-CLA and PUFA contents in fermented milk",2017-04-01,54
2-s2.0-85011931516,Jussara (Euterpe edulis Mart.) supplementation during pregnancy and lactation modulates UCP-1 and inflammation biomarkers induced by trans-fatty acids in the brown adipose tissue of offspring,2017-04-01,19
2-s2.0-85011659593,Patient readmission for orthopaedic surgical site infection: an hermeneutic phenomenological approach,2017-04-01,2
2-s2.0-85010908305,Abdominal obesity as a risk factor for disability in Brazilian older adults,2017-04-01,26
2-s2.0-85010877005,Indicators of Adiposity Predictors of Metabolic Syndrome in the Elderly,2017-04-01,31
2-s2.0-85009101187,Main meal quality in Brazil and United Kingdom: Similarities and differences,2017-04-01,14
2-s2.0-85008400029,Phenotype vs. genotype in severe familial hypercholesterolemia: What matters most for the clinician,2017-04-01,18
2-s2.0-85007593412,Does body mass index modify the association between physical activity and screen time with cardiometabolic risk factors in adolescents? Findings from a country-wide survey,2017-04-01,31
2-s2.0-85007583962,Strategies used by overweight and obese low-income mothers to feed their families in urban Brazil,2017-04-01,9
2-s2.0-85007392308,Proposal for a breakfast quality index for brazilian population: Rationale and application in the Brazilian National Dietary Survey,2017-04-01,18
2-s2.0-85007256920,"Poor sleep quality, depression and hope before breast cancer surgery",2017-04-01,45
2-s2.0-85006434781,Projective mapping with food stickers: A good tool for better understanding perception of fish in children of different ages,2017-04-01,21
2-s2.0-85006320092,Factors affecting intention to breastfeed of a group of Brazilian childbearing women,2017-04-01,20
2-s2.0-85001863276,Collective empowerment strategies for patients with Diabetes Mellitus: A systematic review and meta-analysis,2017-04-01,41
2-s2.0-85000741799,Validity and reliability of the dietary sodium restriction questionnaire in patients with hypertension,2017-04-01,7
2-s2.0-84996554667,Problematizing in nursing education: Freire's contribution to transformative practice,2017-04-01,12
2-s2.0-84995513595,Contribution of Group Therapeutic Factors to the Outcome of Cognitive–Behavioral Therapy for Patients with Panic Disorder,2017-04-01,19
2-s2.0-84994700912,A comparative study of renal care in Brazil and Mexico: hemodialysis treatment from the perspective of ESRD sufferers,2017-04-01,4
2-s2.0-84994614193,Modified body adiposity index for body fat estimation in severe obesity,2017-04-01,17
2-s2.0-84994559846,Gender differences in the prevalence of household food insecurity: A systematic review and meta-analysis,2017-04-01,110
2-s2.0-84992110617,Excessive gain in body mass index-for-age Z-score and associated factors: A cohort study in female adolescents,2017-04-01,0
2-s2.0-84992109836,Meat quality of buffaloes finished in traditional or silvopastoral system in the Brazilian Eastern Amazon,2017-04-01,21
2-s2.0-84991442322,Fatty-acid-mediated hypothalamic inflammation and epigenetic programming,2017-04-01,42
2-s2.0-84991287219,Biliopancreatic Diversion Decreases Postprandial Apolipoprotein A-IV Levels in Mildly Obese Individuals with Type 2 Diabetes Mellitus: a Prospective Study,2017-04-01,3
2-s2.0-84991069406,One-Anastomosis Jejunal Interposition with Gastric Remnant Resection (Branco-Zorron Switch) for Severe Recurrent Hyperinsulinemic Hypoglycemia after Gastric Bypass for Morbid Obesity,2017-04-01,4
2-s2.0-84990960751,Dietary patterns by cluster analysis in pregnant women: relationship with nutrient intakes and dietary patterns in 7-year-old offspring,2017-04-01,16
2-s2.0-84988946556,"Aging, low-grade systemic inflammation and Vitamin D: A mini-review",2017-04-01,55
2-s2.0-84988603555,"Effects of two diet techniques and delivery mode on weight loss, metabolic profile and food intake of obese adolescents: A fixed diet plan and a calorie-counting diet",2017-04-01,11
2-s2.0-84987638112,Influence of gamma radiation on the physical and sensory properties of two Brazilian rice cultivars,2017-04-01,2
2-s2.0-84975709224,"Meditation, Health and Scientific Investigations: Review of the Literature",2017-04-01,49
2-s2.0-84959378526,Abdominal obesity and its association with socioeconomic factors among adolescents from different living environments,2017-04-01,19
2-s2.0-84957597360,Flaxseed reduces epithelial proliferation but does not affect basal cells in induced benign prostatic hyperplasia in rats,2017-04-01,13
2-s2.0-84954139558,Effect of a trans fatty acid-enriched diet on biochemical and inflammatory parameters in Wistar rats,2017-04-01,24
2-s2.0-84948778480,Conceptual and Operational Definitions of the Defining Characteristics and Related Factors of the Diagnosis Ineffective Health Management in People With Heart Failure,2017-04-01,9
2-s2.0-85065795070,Reorientation of nurses' training: analysis of the protagonists Reorientação da formação do enfermeiro: análise a partir dos seus protagonistas,2017-03-30,3
2-s2.0-85065785056,Caring for crack users: strategies and work practices in the territory O cuidado ao usuário de crack: estratégias e práticas de trabalho no território,2017-03-30,3
2-s2.0-85065763162,Assessment of an intervention for the diffusion of evidence-based nursing in a teaching hospital Avaliação de intervenção para difusão da enfermagem baseada em evidências em hospital de ensino,2017-03-30,8
2-s2.0-85065755387,Social representations of health councilors regarding the right to health and citizenship Representações sociais de conselheiros de saúde acerca do direito à saúde e da cidadania,2017-03-30,0
2-s2.0-85065065970,Hammock position and nesting: comparison of physiological and behavioral effects in preterm infants Rede de descanso e ninho: comparação entre efeitos fisiológicos e comportamentais em prematuros,2017-03-30,13
2-s2.0-85045242940,Philosophy and conceptual framework: collectively structuring nursing care systematization Filosofia e marco conceitual: estruturando coletivamente a sistematização da assistência de enfermagem,2017-03-30,7
2-s2.0-85041531304,Incontinence-associated dermatitis: a cohort study in critically ill patients Dermatite associada à incontinência: estudo de coorte em pacientes críticos,2017-03-30,27
2-s2.0-84989287940,Chemical composition and antioxidant capacity of açaí (Euterpe oleracea) genotypes and commercial pulps,2017-03-30,63
2-s2.0-85017470109,"Effects of high-fat diet on somatic growth, metabolic parameters and function of peritoneal macrophages of young rats submitted to a maternal low-protein diet",2017-03-28,4
2-s2.0-85017450327,Prospective study of dietary energy density and weight gain in a Japanese adult population,2017-03-28,9
2-s2.0-85034587329,Orange juice as dietary source of antioxidants for patients with hepatitis C under antiviral therapy,2017-03-22,44
2-s2.0-85047778755,Parental Feeding Practices among Brazilian School-Aged Children: Associations with Parent and Child Characteristics,2017-03-21,28
2-s2.0-85015824818,Serum amyloid a production is triggered by sleep deprivation in mice and humans: Is that the link between sleep loss and associated comorbidities?,2017-03-21,16
2-s2.0-85015727082,Do associations between objectively-assessed physical activity and neighbourhood environment attributes vary by time of the day and day of the week? IPEN adult study,2017-03-20,51
2-s2.0-85015865691,The efficacy of psychological therapies in reducing weight and binge eating in people with bulimia nervosa and binge eating disorder who are overweight or obese—A critical synthesis and meta‐analyses,2017-03-17,68
2-s2.0-85010666331,An analysis of the federal funding for mental health care in Brazil,2017-03-16,7
2-s2.0-84978539171,Altered behavior of adult obese rats by monosodium l-glutamate neonatal treatment is related to hypercorticosteronemia and activation of hypothalamic ERK1 and ERK2,2017-03-16,10
2-s2.0-85006269356,Grape by-product extracts against microbial proliferation and lipid oxidation: a review,2017-03-15,96
2-s2.0-84978937988,"Addition of grape pomace extract to probiotic fermented goat milk: the effect on phenolic content, probiotic viability and sensory acceptability",2017-03-15,78
2-s2.0-85015304676,Association between coffee consumption and its polyphenols with cardiovascular risk factors: A population-based study,2017-03-14,53
2-s2.0-85015162775,Dietary broccoli alters rat cecal microbiota to improve glucoraphanin hydrolysis to bioactive isothiocyanates,2017-03-10,66
2-s2.0-85014604344,"Associations among osteocalcin, leptin and metabolic health in children ages 9-13 years in the United States",2017-03-07,8
