Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES,Data de Descredenciamento,eid,afid,name,domain,url,variants,name_match,url_match,domain_match,variant_match
550,FUNDACAO SAO JOAO BATISTA,27.450.709/0001-45,Privada sem fins lucrativos,798,FACULDADES INTEGRADAS DE ARACRUZ (FAACZ),FAACZ,(27) 33028030,http://www.fsjb.edu.br/fsjb,arecla@fsjb.edu.br,Rua Professor Berilo Basílio dos Santos - 180 - CEP: 29194-910 - Centro,Aracruz,ES,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1989-05-23,5,2023.0,4,2019.0,3,2023.0,,,,Ativa,,10-s2.0-101751769,101751769,Faculdades Integradas de Aracruz,,,"['Faculdades Integradas De Aracruz', 'Faculdade De Aracruz', 'Faculdades Integradas De Aracruz-faacz']",1,0,0,1
1724,CEE-CENTRO DE ESTUDOS ESPECIALIZADOS,03.962.607/0001-40,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,2652,FACULDADE UNIDA DE VITÓRIA (FACULDADE UNIDA),FACULDADE UNIDA,(27) 3325 2071,www.fuv.edu.br,wanderley@fuv.edu.br,Rua Engenheiro Fábio Ruschi - 161 - CEP: 29050-670 - Bento Ferreira,Vitória,ES,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,2005-11-16,5,2025.0,4,2022.0,5,2023.0,,,,Ativa,,10-s2.0-122229357,122229357,Faculdade Unida de Vitória,,,"['Faculdade Unida De Vitória', 'Faculdade Unida De Vitória (unida)', 'Faculdade Unida']",1,0,0,2
1655,INSTITUTO DE EDUCACAO SECULO XXI LTDA,04.004.880/0001-25,Privada com fins lucrativos,2538,FACULDADE VENDA NOVA DO IMIGRANTE (FAVENI),FAVENI,(028)3546-3349,www.faveni.edu.br,secretaria@faveni.edu.br,Avenida Evandi Américo Comarela - S/N - CEP: 29375-000 - Centro,Venda Nova do Imigrante,ES,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2002-08-26,4,2023.0,5,2019.0,4,2023.0,,,,Ativa,,10-s2.0-119701456,119701456,Faculdade Venda Nova do Imigrante (FAVENI/ES),,,"['Venda Nova Do Imigrante College', 'Faculdade Venda Nova Do Imigrante - Faveni', 'Faculdade Venda Nova Do Imigrante (faveni/es)', 'Faculdade Venda Nova Do Imigrante', 'Faculdade De Venda Nova Do Imigrante']",1,0,0,2
14112,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO,10.838.653/0001-06,Pessoa Jurídica de Direito Público - Federal,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO (IFES)",IFES,(27)3357-7500,www.ifes.edu.br,gabinete@ifes.edu.br;moramey@ifes.edu.br,Avenida Rio Branco - 50 - CEP: 29056-255 - Santa Lucia,Vitória,ES,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1999-03-23,4,2017.0,5,2019.0,4,2023.0,,,,Ativa,,10-s2.0-60101677,60101677,Instituto Federal do Espírito Santo,ifes.edu.br,https://www.ifes.edu.br/,"['Instituto Federal do Espírito Santo', 'Federal Institute of Espírito Santo']",0,1,1,0
14112,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO,10.838.653/0001-06,Pessoa Jurídica de Direito Público - Federal,1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO (IFES)",IFES,(27)3357-7500,www.ifes.edu.br,gabinete@ifes.edu.br;moramey@ifes.edu.br,Avenida Rio Branco - 50 - CEP: 29056-255 - Santa Lucia,Vitória,ES,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1999-03-23,4,2017.0,5,2019.0,4,2023.0,,,,Ativa,,10-s2.0-116341965,116341965,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (IFES Campus Vitória)",,,[],1,0,0,0
15591,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,32.479.123/0001-43,Pessoa Jurídica de Direito Público - Federal,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO (UFES),UFES,(27) 4009 2200,www.ufes.br,reitor@ufes.br,"Av. Fernando Ferrari, 514, Goiabeiras. - 514 - CEP: 29075-910 - Goiabeiras",Vitória,ES,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1961-01-30,5,2023.0,4,2023.0,4,2023.0,,,,Ativa,,10-s2.0-124532149,124532149,University Federal do Espírito Santo (EFES),,,"['University Federal Do Espírito Santo (efes)', 'University Federal Do Espírito Santo', 'Universidade Federal Do Espírito Santo - Ufes', 'Universidade Federal Do Espírito Santo', 'Federal University Of Sespírito Santo', 'Federal Institute Of Espírito Santo']",0,0,0,1
15591,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,32.479.123/0001-43,Pessoa Jurídica de Direito Público - Federal,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO (UFES),UFES,(27) 4009 2200,www.ufes.br,reitor@ufes.br,"Av. Fernando Ferrari, 514, Goiabeiras. - 514 - CEP: 29075-910 - Goiabeiras",Vitória,ES,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1961-01-30,5,2023.0,4,2023.0,4,2023.0,,,,Ativa,,10-s2.0-60028426,60028426,Universidade Federal do Espírito Santo,internacional.ufes.br,https://internacional.ufes.br/en/home,"['Federal University of Espirito Santo', 'Universidade Federal do Espirito Santo', 'Federal University of Espírito Santo', 'Federal University of Espírito Santo (Ufes)', 'Universidade Federal do Espírito Santo']",1,0,0,2
17982,SOCIEDADE EDUCACAO E GESTAO DE EXCELENCIA I VILA VELHA S.A,37.745.762/0001-27,Privada com fins lucrativos,664,UNIVERSIDADE VILA VELHA (UVV),UVV,(27) 3421-2000,www.uvv.br,uvv@uvv.br;elaine@uvv.br,Av. Comissário José Dantas de Mello - 21 - CEP: 29102-920 - Boa Vista II,Vila Velha,ES,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1976-04-13,5,2017.0,5,2015.0,4,2023.0,,,,Ativa,,10-s2.0-60109906,60109906,Universidade Vila Velha,uvv.br,http://www.uvv.br/,['Universidade Vila Velha'],1,1,1,1
11794,FACULDADE ALFREDO NASSER LTDA,03.485.228/0001-07,Privada com fins lucrativos,1573,CENTRO UNIVERSITÁRIO ALFREDO NASSER (UNIFAN),UNIFAN,(62)30949494,www.unifan.edu.br,unifan@unifan.edu.br,Avenida Bela Vista - 26 - CEP: 74905-020 - Jardim das Esmeralda,Aparecida de Goiânia,GO,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2000-10-23,3,2018.0,4,2022.0,4,2023.0,,,,Ativa,,10-s2.0-118490841,118490841,Faculdade Alfredo Nasser,,,"['Faculdade Alfredo Nasser', 'Faculty Of Medicine Alfredo Nasser', 'Centro Universitário Alfredo Nasser', 'Alfredo Nasser University', 'Alfredo Nasser College']",0,0,0,1
1089,SOCIEDADE DE EDUCACAO E CULTURA DE GOIAS S/C LTDA,00.140.831/0001-69,Privada com fins lucrativos,1663,Centro Universitário Araguaia (UNIARAGUAIA),UNIARAGUAIA,(62) 32248829,www.uniaraguaia.edu.br,uniara@uniaraguaia.edu.br,Avenida T-10 - 1047 - CEP: 74223-060 - Setor Bueno,Goiânia,GO,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2001-04-09,5,2019.0,5,2022.0,3,2023.0,,,,Ativa,,10-s2.0-113192747,113192747,Centro Universitário Araguaia,,,"['Centro Universitário Araguaia', 'University Center Araguaia', 'Universidade Uni-anhanguera', 'Unianhanguera University', 'Uni-anhangüera University', 'Uni-anhanguera University', 'Uni-anhanguera', 'Centro Universitário Uniaraguaia', 'Centro Universitário Uni-anhanguera', 'Araguaia University Center']",1,0,0,1
269,SOCIEDADE ANHANGUERA DE ENSINO LTDA,01.088.830/0001-85,Privada com fins lucrativos,386,CENTRO UNIVERSITÁRIO DE GOIÁS (UNIGOIÁS),UNIGOIÁS,(62) 32461435,www.unigoias.com.br,pedagogica@unigoias.com.br,Avenida João Cândido de Oliveira - 115 - CEP: 74423-115 - Cidade Jardim,Goiânia,GO,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1973-02-12,4,2019.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-105605528,105605528,Centro Universitário de Goiás,,,"['Centro Universitário De Goiás', 'Centro Universitário De Mineiros']",1,0,0,1
269,SOCIEDADE ANHANGUERA DE ENSINO LTDA,01.088.830/0001-85,Privada com fins lucrativos,386,CENTRO UNIVERSITÁRIO DE GOIÁS (UNIGOIÁS),UNIGOIÁS,(62) 32461435,www.unigoias.com.br,pedagogica@unigoias.com.br,Avenida João Cândido de Oliveira - 115 - CEP: 74423-115 - Cidade Jardim,Goiânia,GO,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1973-02-12,4,2019.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-106419675,106419675,Centro Universitário de Goiás - Uni-Anhanguera,,,"['Centro Universitário De Goiás - Uni-anhanguera', 'Universidade Anhanguera Centro Universitário De Goiás', 'Uni-anhanguera: Centro Universitário De Goiás', 'Centro Universitário Uni-anhanguera', 'Centro Universitário De Goiás Uni-anhanguera', 'Centro Universitário De Goiás - Uni-anhangüera', 'Centro Universitário De Goiás (uni-anhanguera)']",0,0,0,1
565,FUNDACAO INTEGRADA MUNICIPAL DE ENSINO SUPERIOR,01.465.988/0001-27,Pessoa Jurídica de Direito Público - Municipal,4396,CENTRO UNIVERSITÁRIO DE MINEIROS (UNIFIMES),UNIFIMES,(64) 36725100,www.unifimes.edu.br,unifimes@unifimes.edu.br,Rua 22 - S/N - CEP: 75830-000 - Setor Aeroporto,Mineiros,GO,Centro Universitário,EAD - Superior / Presencial - Superior /,Publica,Pública Municipal,1985-03-11,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-117891318,117891318,Centro Universitário de Mineiros,,,['Centro Universitário De Mineiros'],1,0,0,1
565,FUNDACAO INTEGRADA MUNICIPAL DE ENSINO SUPERIOR,01.465.988/0001-27,Pessoa Jurídica de Direito Público - Municipal,4396,CENTRO UNIVERSITÁRIO DE MINEIROS (UNIFIMES),UNIFIMES,(64) 36725100,www.unifimes.edu.br,unifimes@unifimes.edu.br,Rua 22 - S/N - CEP: 75830-000 - Setor Aeroporto,Mineiros,GO,Centro Universitário,EAD - Superior / Presencial - Superior /,Publica,Pública Municipal,1985-03-11,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-105605528,105605528,Centro Universitário de Goiás,,,"['Centro Universitário De Goiás', 'Centro Universitário De Mineiros']",0,0,0,1
565,FUNDACAO INTEGRADA MUNICIPAL DE ENSINO SUPERIOR,01.465.988/0001-27,Pessoa Jurídica de Direito Público - Municipal,4396,CENTRO UNIVERSITÁRIO DE MINEIROS (UNIFIMES),UNIFIMES,(64) 36725100,www.unifimes.edu.br,unifimes@unifimes.edu.br,Rua 22 - S/N - CEP: 75830-000 - Setor Aeroporto,Mineiros,GO,Centro Universitário,EAD - Superior / Presencial - Superior /,Publica,Pública Municipal,1985-03-11,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-114043744,114043744,Centro Universitário de Mineiros,,,"['Centro Universitário De Mineiros', 'Centro Universitário De Mineiros (unifimes)', 'Centro Universitário De Mineiros\xa0', 'Acadêmica De Medicina Do Centro Universitário De Mineiros']",1,0,0,2
565,FUNDACAO INTEGRADA MUNICIPAL DE ENSINO SUPERIOR,01.465.988/0001-27,Pessoa Jurídica de Direito Público - Municipal,4396,CENTRO UNIVERSITÁRIO DE MINEIROS (UNIFIMES),UNIFIMES,(64) 36725100,www.unifimes.edu.br,unifimes@unifimes.edu.br,Rua 22 - S/N - CEP: 75830-000 - Setor Aeroporto,Mineiros,GO,Centro Universitário,EAD - Superior / Presencial - Superior /,Publica,Pública Municipal,1985-03-11,-,,-,,3,2023.0,,,,Ativa,,10-s2.0-128424070,128424070,Centro Universitário de Mineiros,,,"['Centro Universitário De Mineiros', 'Centro Universitário De Mineiros.']",1,0,0,1
119,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,34.075.739/0001-84,Privada com fins lucrativos,2501,CENTRO UNIVERSITÁRIO ESTÁCIO DE GOIÁS (ESTÁCIO GOIÁS),ESTÁCIO GOIÁS,,www.estacio.br,cgfesgo@gmail.com;regulatorio.nacional@estacio.br,Avenida Goiás - 2151 - CEP: 74063-010 - Setor Central,Goiânia,GO,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2004-05-14,4,2021.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60022378,60022378,Universidade Estacio de Sa,estacio.br,http://www.estacio.br,"['Estacio de Sa University', 'Universidade Estacio de Sa']",0,1,1,0
119,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,34.075.739/0001-84,Privada com fins lucrativos,2501,CENTRO UNIVERSITÁRIO ESTÁCIO DE GOIÁS (ESTÁCIO GOIÁS),ESTÁCIO GOIÁS,,www.estacio.br,cgfesgo@gmail.com;regulatorio.nacional@estacio.br,Avenida Goiás - 2151 - CEP: 74063-010 - Setor Central,Goiânia,GO,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2004-05-14,4,2021.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60003597,60003597,Universidade Estacio de Sa Faculdade de Medicina,estacio.br,http://www.estacio.br,"['Estacio de Sa University Faculty of Medicine', 'Universidade Estacio de Sa Faculdade de Medicina']",0,1,1,0
435,ASSOCIACAO SALGADO DE OLIVEIRA DE EDUCACAO E CULTURA,28.638.393/0001-82,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,15053,CENTRO UNIVERSITÁRIO UNIVERSO GOIÂNIA,-,(21) 2138-4945,www.universo.edu.br,reitoria@nt.universo.edu.br,Avenida Cora Coralina - Quadra F-25 - Lote 40 - CEP: 74080-445 - Setor Sul,Goiânia,GO,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,,4,2024.0,-,,2,2023.0,,,,Ativa,,10-s2.0-60021699,60021699,Universidade Salgado de Oliveira,universo.edu.br,http://www.universo.edu.br,"['Salgado de Oliveira University', 'Universidade Salgado de Oliveira']",0,1,1,0
2289,SBCE - SOCIEDADE BRASILEIRA DE CULTURA E ENSINO SUPERIOR LTDA - ME,03.996.171/0001-00,Privada com fins lucrativos,3607,ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA (ESUP),ESUP,(62) 3931-4400,www.esup.edu.br,diretoria@esup.edu.br,Avenida Antonio Fidélis - 515 - CEP: 74840-090 - Parque Amazônia,Goiânia,GO,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2004-08-12,4,2023.0,-,,3,2023.0,,,Credenciamento EaD Provisório,Ativa,,10-s2.0-116277938,116277938,Escola Superior Associada de Goiânia,,,"['Escola Superior Associada De Goiânia', 'Escola Superior Associada De Goiânia (esup)']",1,0,0,2
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,-,(31) 2126-0413; (31) 98634-9711,,ddi@kroton.com.br; katia.parreiras@kroton.com.br,Avenida Universitária - 2.221 - CEP: 75083-350 - Vila Santa Isabel,Anápolis,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-31,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-109058579,109058579,Faculdade Anhanguera de Anápolis,,,[],1,0,0,0
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Privada com fins lucrativos,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,-,(31) 2126-0413; (31) 98634-9711,,ddi@kroton.com.br; katia.parreiras@kroton.com.br,Avenida Universitária - 2.221 - CEP: 75083-350 - Vila Santa Isabel,Anápolis,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2002-12-31,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-116873440,116873440,Faculdade Anhanguera de Anápolis,,,['Faculdade Anhanguera De Anápolis'],1,0,0,1
2476,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,03.783.850/0001-00,Privada sem fins lucrativos,4100,FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA (FATECIB),FATECIB,(62) 3226 4500,www.senaigo.com.br,flaviasimonassi@fieg.com.br;dario@fieg.com.br,Armogaste J. Silveira - 612 - CEP: 74560-020 - Setor Centro Oeste,Goiânia,GO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2005-01-26,4,2018.0,-,,3,2016.0,,,,Ativa,,10-s2.0-117093022,117093022,Faculdade de Tecnologia SENAI Ítalo Bologna,,,[],1,0,0,0
267,ASSOCIACAO EDUCATIVA EVANGELICA,01.060.102/0001-65,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,3789,FACULDADE EVANGÉLICA DE GOIANÉSIA (FACEG),FACEG,(62) 3353 6260 e 3353 4280,www.faceg.edu.br,jose.santos@faceg.edu.br; matildes.oliveira@faceg.edu.br,Av Avenida Brasil - 1000 - CEP: 76385-608 - Covoa,Goianésia,GO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2005-03-02,5,2024.0,-,,4,2023.0,,,,Ativa,,10-s2.0-116396654,116396654,Faculdade Evangélica de Goianésia,,,[],1,0,0,0
267,ASSOCIACAO EDUCATIVA EVANGELICA,01.060.102/0001-65,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,3789,FACULDADE EVANGÉLICA DE GOIANÉSIA (FACEG),FACEG,(62) 3353 6260 e 3353 4280,www.faceg.edu.br,jose.santos@faceg.edu.br; matildes.oliveira@faceg.edu.br,Av Avenida Brasil - 1000 - CEP: 76385-608 - Covoa,Goianésia,GO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2005-03-02,5,2024.0,-,,4,2023.0,,,,Ativa,,10-s2.0-118602417,118602417,Faculdade Evangélica de Goianésia,,,['Faculdade Evangélica De Goianésia'],1,0,0,1
2638,CENTRO DE ENSINO SUPERIOR MORGANA POTRICH EIRELI,07.218.565/0001-99,Privada com fins lucrativos,4198,Faculdade Morgana Potrich (FAMP),FAMP,(64)3661-8863,www.fampfaculdade.com.br,"morganapotrich@fampfaculdade.com.br, daianasganzella@fampfaculdade.com.br","Avenida 3, Qd. 7, Lotes 15 a 19 - 3 - CEP: 75832-009 - Mundinho",Mineiros,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2007-05-22,5,2023.0,-,,2,2023.0,,,,Ativa,,10-s2.0-127180915,127180915,Faculdade Morgana Potrich (FAMP),,,[],1,0,0,0
2638,CENTRO DE ENSINO SUPERIOR MORGANA POTRICH EIRELI,07.218.565/0001-99,Privada com fins lucrativos,4198,Faculdade Morgana Potrich (FAMP),FAMP,(64)3661-8863,www.fampfaculdade.com.br,"morganapotrich@fampfaculdade.com.br, daianasganzella@fampfaculdade.com.br","Avenida 3, Qd. 7, Lotes 15 a 19 - 3 - CEP: 75832-009 - Mundinho",Mineiros,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2007-05-22,5,2023.0,-,,2,2023.0,,,,Ativa,,10-s2.0-119569884,119569884,Faculdade Morgana Potrich,,,['Faculdade Morgana Potrich'],1,0,0,1
1955,DINAMICA ORGANIZACAO PROJETOS E CONSULTORIA LTDA - ME,02.124.897/0001-90,Privada com fins lucrativos,3020,FACULDADE SANTA RITA DE CÁSSIA (IFASC),IFASC,64-3404-9020,www.unifasc.com.br,unifasc@hotmail.com,Avenida Adelina Alves Vilela - 393 - CEP: 75524-680 - Jardim Primavera,Itumbiara,GO,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2003-10-23,4,2019.0,5,2021.0,3,2023.0,,,,Ativa,,10-s2.0-116677144,116677144,Faculdade Santa Rita de Cássia (FSR),,,['Faculdade Santa Rita de Cássia (FSR)'],1,0,0,1
1955,DINAMICA ORGANIZACAO PROJETOS E CONSULTORIA LTDA - ME,02.124.897/0001-90,Privada com fins lucrativos,3020,FACULDADE SANTA RITA DE CÁSSIA (IFASC),IFASC,64-3404-9020,www.unifasc.com.br,unifasc@hotmail.com,Avenida Adelina Alves Vilela - 393 - CEP: 75524-680 - Jardim Primavera,Itumbiara,GO,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2003-10-23,4,2019.0,5,2021.0,3,2023.0,,,,Ativa,,10-s2.0-118255674,118255674,Faculdade Santa Rita de Cássia,,,"['Faculdade Santa Rita De Cássia', 'Santa Rita De Cassia University (unifasc)']",1,0,0,1
1045,SOCIEDADE DE ENSINO SUPERIOR FENIX LTDA - ME,03.497.669/0001-29,Privada com fins lucrativos,3613,FACULDADES INTEGRADAS IESGO (IESGO),IESGO,(61) 3642-1900,www.iesgo.edu.br,gisellempsouza@gmail.com,Avenida Brasília - 2001 - CEP: 73813-011 - Formosinha,Formosa,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2000-12-28,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-100748210,100748210,Faculdades Integradas,,,"['Faculdades Integradas', 'Upis-faculdades Integradas', 'Dzo/faculdades Integradas', 'Faculdades Integradas Promove', 'Faculdades Integradas Iesgo']",0,0,0,1
14110,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS",10.870.883/0001-44,Pessoa Jurídica de Direito Público - Federal,1811,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS (IFG)",IFG,(62)3612-2200,www.ifg.edu.br,gabinete.reitoria@ifg.edu.br,Avenida Assis Chateaubriand - 1658 - CEP: 74130-012 - Setor Oeste,Goiânia,GO,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1999-03-23,4,2019.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60271913,60271913,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás – IFG",ifg.edu.br,https://www.ifg.edu.br/,"['Instituto Federal de Educação, Ciência e Tecnologia de Goiás – IFG', 'Instituto Federal de Educação, Ciência e Tecnologia de Goiás', 'Federal Institute of Education, Science and Technology of Goiás']",0,1,1,1
16657,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO",10.651.417/0001-78,Pessoa Jurídica de Direito Público - Federal,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO (IF Goiano)",IF Goiano,(62) 36053600,www.ifgoiano.edu.br,pi@ifgoiano.edu.br,"Rua 88 - 32, 34 e 36 - CEP: 74085-010 - Setor Sul",Goiânia,GO,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1999-05-07,5,2017.0,-,,4,2023.0,,,,Ativa,,10-s2.0-60101675,60101675,"Instituto Federal de Educação, Ciência e Tecnologia Goiano Campus Rio Verde",ifgoiano.edu.br,https://ifgoiano.edu.br/home/index.php,"['Instituto Federal de Educação, Ciência e Tecnologia Goiano Campus Rio Verde']",0,0,1,0
366,SOCIEDADE GOIANA DE CULTURA,01.587.609/0001-71,Privada sem fins lucrativos,527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS (PUC GOIÁS),PUC GOIÁS,(62)33096165 e 39461052,www.pucgoias.edu.br,reitoria@pucgoias.edu.br,AVENIDA UNIVERSITÁRIA - 1440 - CEP: 74605-010 - SETOR UNIVERSITÁRIO,Goiânia,GO,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1959-10-17,4,2023.0,5,2023.0,3,2023.0,,,,Ativa,,10-s2.0-116517660,116517660,Pontifícia Universidade Católica (PUC) de Goiás,,,['Pontifícia Universidade Católica (PUC) de Goiás'],1,0,0,1
366,SOCIEDADE GOIANA DE CULTURA,01.587.609/0001-71,Privada sem fins lucrativos,527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS (PUC GOIÁS),PUC GOIÁS,(62)33096165 e 39461052,www.pucgoias.edu.br,reitoria@pucgoias.edu.br,AVENIDA UNIVERSITÁRIA - 1440 - CEP: 74605-010 - SETOR UNIVERSITÁRIO,Goiânia,GO,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1959-10-17,4,2023.0,5,2023.0,3,2023.0,,,,Ativa,,10-s2.0-60003865,60003865,Universidade Catolica de Goias,pucgoias.edu.br,https://www.pucgoias.edu.br/,"['Catholic University of Goias', 'Universidade Catolica de Goias']",0,1,1,0
