eid,title,published date,cited by count
2-s2.0-85019982335,The role that electrolytes play in the synthesis of water-soluble cdte quantum dots prepared at ambient temperature,2017-07-01,6
2-s2.0-85019980072,Easy and simple SiO2 immobilization of lipozyme CaLB-L: Its use as a catalyst in acylation reactions and comparison with other lipases,2017-07-01,13
2-s2.0-85019979758,Synergistic effect in drug solubility by new binary micelles of poly(ϵ-caprolactone)-poly(ethylene oxide) and F127®,2017-07-01,4
2-s2.0-85019971701,Tailored degree of functionalization and length preservation of multiwalled carbon nanotubes by an Optimized Acid Treatment Process,2017-07-01,18
2-s2.0-85019943907,Feasibility of supramolecular solvent-based microextraction for simultaneous preconcentration of herbicides from natural waters with posterior determination by HPLC-DAD,2017-07-01,51
2-s2.0-85019754260,"Quantum angular momentum, projective geometry and the networks of seven and ten spins: Fano, Desargues and alternative incidence configurations",2017-07-01,5
2-s2.0-85019748628,Performance evaluation of a high-pressure microwave-assisted flow digestion system for juice and milk sample preparation,2017-07-01,9
2-s2.0-85019594441,Triclosan degradation by heterogeneous photocatalysis using ZnO immobilized in biopolymer as catalyst,2017-07-01,83
2-s2.0-85019444665,Large barocaloric effects at low pressures in natural rubber,2017-07-01,37
2-s2.0-85019228904,Phenolic Profile of Peanut By-products: Antioxidant Potential and Inhibition of Alpha-Glucosidase and Lipase Activities,2017-07-01,49
2-s2.0-85019154278,Electrospun recycled PET-based mats: Tuning the properties by addition of cellulose and/or lignin,2017-07-01,28
2-s2.0-85019145641,Vibrational investigation of pressure- and temperature-induced phase transitions in metal formates templated by ethylammonium ions,2017-07-01,10
2-s2.0-85019142426,Bioglass® and resulting crystalline materials synthesized via an acetic acid-assisted sol–gel route,2017-07-01,22
2-s2.0-85019130113,Imprinted silicas for paracetamol preconcentration prepared by the sol–gel process,2017-07-01,5
2-s2.0-85019076297,"Correlation between viscosity, diffusion coefficient and spin-spin relaxation rate in 1H NMR of water-alcohols solutions",2017-07-01,17
2-s2.0-85019075338,Label-free Electrochemical Immunosensor for Cardiac Troponin T Based on Exfoliated Graphite Nanoplatelets Decorated with Gold Nanoparticles,2017-07-01,29
2-s2.0-85019052841,Addition of iron oxide to Pt-based catalyst to enhance the catalytic activity of ethanol electrooxidation,2017-07-01,17
2-s2.0-85019015250,Effect of the presence of cholesterol in the interfacial microenvironment on the modulation of the alkaline phosphatase activity during in vitro mineralization,2017-07-01,29
2-s2.0-85019013941,Influence of pH in the synthesis of ferric tannate pigment for application in antifouling coatings,2017-07-01,9
2-s2.0-85018989915,Voltammetric determination of lapachol in the presence of lapachones and in ethanolic extract of Tabebuia impetiginosa using an epoxy-graphite composite electrode,2017-07-01,4
2-s2.0-85018983517,Layered double hydroxides as the next generation inorganic anion exchangers: Synthetic methods versus applicability,2017-07-01,207
2-s2.0-85018973967,Adsorptive Stripping Voltammetric Determination of Trace Level Ricin in Castor Seeds Using a Boron-doped Diamond Electrode,2017-07-01,8
2-s2.0-85018945167,Simple and Inexpensive Electrochemical Platform Based on Novel Homemade Carbon Ink and its Analytical Application for Determination of Nitrite,2017-07-01,23
2-s2.0-85018924856,Headspace solid phase microextraction-gas chromatography for the determination of trihalomethanes in fish,2017-07-01,16
2-s2.0-85018815481,TD-DFT and GIAO-NMR spectroscopy studies for maltose and (α- and β)-glucose in water solution using S-MC/QM polarization methodology,2017-07-01,13
2-s2.0-85018741120,"Atmospheric distribution of organic compounds from urban areas near Olympic games sites in Rio de Janeiro, Brazil",2017-07-01,18
2-s2.0-85018740846,Optimization of a multiresidue and multiclass analysis method for anabolic agents and β2-agonists in bovine urine by GC-MS/MS,2017-07-01,14
2-s2.0-85018729081,Molecular dynamics and cluster-continuum insights on bulk alcohols effects on SN2 reactions of potassium and cesium fluorides with alkyl halides,2017-07-01,21
2-s2.0-85018711482,Free leucine supplementation during an 8-week resistance training program does not increase muscle mass and strength in untrained young adult subjects,2017-07-01,25
2-s2.0-85018660112,Non-dimensional wavenumber in full-spectrum k-distribution computations with or without a reference state,2017-07-01,16
2-s2.0-85018623690,Accurate calculation of near-critical heat capacities CP and CV of argon using molecular dynamics,2017-07-01,20
2-s2.0-85018591726,Determination of Co and Cr in wet animal feeds using direct solid sample analysis by HR-CS GF AAS,2017-07-01,11
2-s2.0-85018550092,Electrochemical immunosensor based on an azo compound for thyroid-stimulating hormone detection,2017-07-01,25
2-s2.0-85018547669,Case Study – Analysis of Fractured Bottoms of Paint Cans,2017-07-01,2
2-s2.0-85018483844,QTAIM and NCI analysis of intermolecular interactions in steroid ligands binding a cytochrome P450 enzyme – Beyond the most obvious interactions,2017-07-01,30
2-s2.0-85018444494,1H time domain NMR real time monitoring of polyacrylamide hydrogels synthesis,2017-07-01,9
2-s2.0-85018413566,Preparation and characterization of polyethersulfone/N-phthaloyl-chitosan ultrafiltration membrane with antifouling property,2017-07-01,81
2-s2.0-85018412931,A quantum chemical investigation of the solvatochromism of a phthalocyanine within a lipid bilayer: Comparison between continuum and atomistic models,2017-07-01,6
2-s2.0-85018406703,Eu3+ and Ce3+ co-doped aluminosilicate glasses and transparent glass-ceramics containing gahnite nanocrystals,2017-07-01,18
2-s2.0-85018400900,Effect of anodisation time and thermal treatment temperature on the structural and photoelectrochemical properties of TiO2 nanotubes,2017-07-01,8
2-s2.0-85018384909,Immunosensor assembled on polymeric nanostructures for clinical diagnosis of C-reactive protein,2017-07-01,19
2-s2.0-85018376682,Electrospun ultrathin PBAT/nHAp fibers influenced the in vitro and in vivo osteogenesis and improved the mechanical properties of neoformed bone,2017-07-01,75
2-s2.0-85018374817,Dehydration of Glucose to 5-Hydroxymethylfurfural Using LaOCl/Nb2O5 Catalysts in Hot Compressed Water Conditions,2017-07-01,18
2-s2.0-85018367532,Simultaneous determination of 13 phenolic bioactive compounds in guava (Psidium guajava L.) by HPLC-PAD with evaluation using PCA and Neural Network Analysis (NNA),2017-07-01,86
2-s2.0-85018350959,Gold(I) phosphine complexes with bis(2-pyridyl)diselenoether: Synthesis and structure elucidation,2017-07-01,5
2-s2.0-85018343840,"Laser-assisted synthesis, reduction and micro-patterning of graphene: Recent progress and applications",2017-07-01,280
2-s2.0-85018333749,Determination of ultra-trace levels of Mo in plants by inductively coupled plasma tandem mass spectrometry (ICP-MS/MS),2017-07-01,13
2-s2.0-85018329775,Evaluation and identification of blood stains with handheld NIR spectrometer,2017-07-01,53
2-s2.0-85018326323,SAM of Gliotoxin on Gold: A Natural Product Platform for Sugar Recognition based on the Immobilization of Canavalia brasiliensis lectin (ConBr),2017-07-01,9
2-s2.0-85018319094,Accurate automatic titration procedure for low sharpness and dichroism in end point detection using digital movies as detection technique,2017-07-01,18
2-s2.0-85018272335,Acquisition of Water Solubility Diagrams in Ternary Systems (AOT/Organic Solvent/Alcohol) and Extraction of α-Lactalbumin Using Reverse Micellar Systems,2017-07-01,6
2-s2.0-85018247014,"Novel copper(II) complexes with hydrazides and heterocyclic bases: Synthesis, structure and biological studies",2017-07-01,44
2-s2.0-85018185960,Insights into signal transduction by a hybrid FixL: Denaturation study of on and off states of a multi-domain oxygen sensor,2017-07-01,6
2-s2.0-85017664705,Modified electrode with reduced graphene oxide/poly(3-hydroxyphenylacetic acid): a new platform for oligonucleotide hybridization,2017-07-01,9
2-s2.0-85017564312,"Electropolymerization of ferulic acid on multi-walled carbon nanotubes modified glassy carbon electrode as a versatile platform for NADH, dopamine and epinephrine separate detection",2017-07-01,68
2-s2.0-85017562300,"Investigation of Tin(II)2,3-naphtalocyanine molecule used as near-infrared sensitive layer in organic up-conversion devices",2017-07-01,20
2-s2.0-85017524420,Screening analysis of garlic-oil capsules by infrared spectroscopy and chemometrics,2017-07-01,13
2-s2.0-85017517873,Anatase-to-rutile transition in co-doped TiO2 pigments,2017-07-01,16
2-s2.0-85017513234,"Photoluminescence suppression effect caused by histamine on amino-functionalized graphene quantum dots with the mediation of Fe3 +, Cu2 +, Eu3 +: Application in the analysis of spoiled tuna fish",2017-07-01,29
2-s2.0-85017477462,"W3CoB3-type {Y, Gd - Ho}3Co4−xAlx (x=0.5−1) rare earth compounds: Specific features of crystal structure and magnetic ordering",2017-07-01,4
2-s2.0-85017459285,A PN particular solution for the radiative transfer equation in spherical geometry,2017-07-01,4
2-s2.0-85017425873,Amperometric determination of omeprazole on screen-printed electrodes using batch injection analysis,2017-07-01,30
2-s2.0-85017424120,New iminodibenzyl derivatives with anti-leishmanial activity,2017-07-01,5
2-s2.0-85017412861,"Simultaneous determination of PAHS, nitro-PAHS and quinones in surface and groundwater samples using SDME/GC-MS",2017-07-01,75
2-s2.0-85017412618,Selection of a stationary phase for the chromatographic separation of organic acids obtained from bioglycerol oxidation,2017-07-01,5
2-s2.0-85017304672,"Structural and spectroscopic investigation of new luminescent hybrid materials based on calix[4]arene-tetracarboxylate and Ln3+ ions (Ln = Gd, Tb or Eu)",2017-07-01,11
2-s2.0-85017268709,Synergistic effects on polyurethane/lead zirconate titanate/carbon black three-phase composites,2017-07-01,22
2-s2.0-85017199303,"Synthesis, properties, and applications of hybrid polyurethane–urea obtained from air-oxidized soybean oil",2017-07-01,18
2-s2.0-85017183435,"Coil Interpenetration, Segment Aggregation and Adsorption of PEG at Water/Air Interface",2017-07-01,8
2-s2.0-85017173100,Improving the quantum efficiency of the lanthanide-organic framework [Eu2(MELL)(H2O)6] by heating: A simple strategy to produce efficient luminescent devices,2017-07-01,6
2-s2.0-85017154640,Preconcentration system for determination of lead in chicken feed using Moringa oleifera husks as a biosorbent,2017-07-01,16
2-s2.0-85017125259,The Race of 10 Synthetic RNAi-Based Drugs to the Pharmaceutical Market,2017-07-01,172
2-s2.0-85017109493,"The use of melt rheology and solution viscometry for degradation study of post-consumer poly(ethylene terephthalate): The effects of the contaminants, reprocessing and solid state polymerization",2017-07-01,25
2-s2.0-85017024064,The luminescence parameters of Yb3+:Er3+-doped LiLa(WO4)2 single crystal grown in the form of fiber for up-conversion green emission,2017-07-01,3
2-s2.0-85016770125,Vibrational spectroscopy and multivariate control charts: A new strategy for monitoring the stability of captopril in the pharmaceutical industry,2017-07-01,9
2-s2.0-85016620409,Type I and Type II Photosensitized Oxidation Reactions: Guidelines and Mechanistic Pathways,2017-07-01,695
2-s2.0-85016568122,Proposed class experimental using expanded perlite modified with orthophenanthroline in removal of eriochrome black t in complexing titrimetry waste Proposta de aula experimental utilizando a perlita expandida modificada com ortofenantrolina na remoção do negro de eriocromo T em resíduos de titulometria de complexação,2017-07-01,2
2-s2.0-85016558792,Paper platform for reflectometric determination of furfural and hydroxymethylfurfural in sugarcane liquor,2017-07-01,9
2-s2.0-85016511574,Double-pulse laser induced breakdown spectroscopy in orthogonal beam geometry to enhance line emission intensity from agricultural samples,2017-07-01,37
2-s2.0-85016497889,Vulnerability of tropical soils to heavy metals: A PLS-DA classification model for Lead,2017-07-01,16
2-s2.0-85016490975,Determination of bromine and iodine in edible flours by inductively coupled plasma mass spectrometry after microwave-induced combustion,2017-07-01,20
2-s2.0-85016446023,Enantiomeric quantification of amines by 1H and 13C NMR: First report of S-citronellal as chiral derivatization agent (CDA),2017-07-01,7
2-s2.0-85016395128,Inorganic arsenic speciation in rice products using selective hydride generation and atomic absorption spectrometry (AAS),2017-07-01,48
2-s2.0-85016391721,Pre-concentration and speciation of inorganic antimony in bottled water and natural water by cloud point extraction with Electrothermal Atomic Absorption Spectrometry,2017-07-01,33
2-s2.0-85016334489,Investigation of chemical modifiers for the determination of cadmium and chromium in fish oil and lipoid matrices using HR-CS GF AAS and a simple ‘dilute-and-shoot’ approach,2017-07-01,19
2-s2.0-85016328457,Thermophysical properties of different olive oils: Evaluating density and rheology through a fluid dynamic approach,2017-07-01,8
2-s2.0-85016319338,A spot test for iodine value determination in biodiesel based on digital images exploiting a smartphone,2017-07-01,60
2-s2.0-85016262854,"Non-invasive spectroscopic methods to estimate orange firmness, peel thickness, and total pectin content",2017-07-01,37
2-s2.0-85016243907,The use of modified electrode with carbon black as sensor to the electrochemical studies and voltammetric determination of pesticide mesotrione,2017-07-01,57
2-s2.0-85016161265,Development of non-enzymatic and highly selective hydrogen peroxide sensor based on nanoporous gold prepared by a simple unusual electrochemical approach,2017-07-01,36
